split,label,president_dir,filename,source_path,output_path,char_count
train,democrat,William_J_Clinton,"May 26, 1995__executive-order-12961presidential-advisory-committee-on-gulf-war-veterans-illnesses.txt","William_J_Clinton/May 26, 1995__executive-order-12961presidential-advisory-committee-on-gulf-war-veterans-illnesses.txt","train/democrat/William_J_Clinton/May 26, 1995__executive-order-12961presidential-advisory-committee-on-gulf-war-veterans-illnesses.txt",4890
train,democrat,William_J_Clinton,"May 15, 1996__executive-order-13003establishing-an-emergency-board-to-investigate-disputes-between-certain-railroads-represented-by-the-national-carriers-.txt","William_J_Clinton/May 15, 1996__executive-order-13003establishing-an-emergency-board-to-investigate-disputes-between-certain-railroads-represented-by-the-national-carriers-.txt","train/democrat/William_J_Clinton/May 15, 1996__executive-order-13003establishing-an-emergency-board-to-investigate-disputes-between-certain-railroads-represented-by-the-national-carriers-.txt",1212
train,democrat,William_J_Clinton,"August 19, 1994__executive-order-12924continuation-of-export-control-regulations.txt","William_J_Clinton/August 19, 1994__executive-order-12924continuation-of-export-control-regulations.txt","train/democrat/William_J_Clinton/August 19, 1994__executive-order-12924continuation-of-export-control-regulations.txt",2850
train,democrat,William_J_Clinton,"January 17, 2001__executive-order-13191implementation-of-the-african-growth-and-opportunity-act-and-the-united-states-caribbean-basin-trade-partnership-act.txt","William_J_Clinton/January 17, 2001__executive-order-13191implementation-of-the-african-growth-and-opportunity-act-and-the-united-states-caribbean-basin-trade-partnership-act.txt","train/democrat/William_J_Clinton/January 17, 2001__executive-order-13191implementation-of-the-african-growth-and-opportunity-act-and-the-united-states-caribbean-basin-trade-partnership-act.txt",8629
train,democrat,Barack_Obama,"May 06, 2016__executive-order-13727facilitation-of-a-presidential-transition.txt","Barack_Obama/May 06, 2016__executive-order-13727facilitation-of-a-presidential-transition.txt","train/democrat/Barack_Obama/May 06, 2016__executive-order-13727facilitation-of-a-presidential-transition.txt",7609
train,democrat,Barack_Obama,"December 24, 2012__executive-order-13633closing-of-executive-departments-and-agencies-of-the-federal-government-on-monday-december-24-2012.txt","Barack_Obama/December 24, 2012__executive-order-13633closing-of-executive-departments-and-agencies-of-the-federal-government-on-monday-december-24-2012.txt","train/democrat/Barack_Obama/December 24, 2012__executive-order-13633closing-of-executive-departments-and-agencies-of-the-federal-government-on-monday-december-24-2012.txt",1698
train,democrat,Joseph_R_Biden_Jr,"January 20, 2021__executive-order-13985advancing-racial-equity-and-support-for-underserved-communities-through-the-federal-government.txt","Joseph_R_Biden_Jr/January 20, 2021__executive-order-13985advancing-racial-equity-and-support-for-underserved-communities-through-the-federal-government.txt","train/democrat/Joseph_R_Biden_Jr/January 20, 2021__executive-order-13985advancing-racial-equity-and-support-for-underserved-communities-through-the-federal-government.txt",12743
train,democrat,Barack_Obama,"July 11, 2012__executive-order-13619blocking-property-of-persons-threatening-the-peace-security-or-stabilization-of-burma.txt","Barack_Obama/July 11, 2012__executive-order-13619blocking-property-of-persons-threatening-the-peace-security-or-stabilization-of-burma.txt","train/democrat/Barack_Obama/July 11, 2012__executive-order-13619blocking-property-of-persons-threatening-the-peace-security-or-stabilization-of-burma.txt",6880
train,democrat,William_J_Clinton,"April 03, 1997__executive-order-13041further-amendment-to-executive-order-13010-as-amended.txt","William_J_Clinton/April 03, 1997__executive-order-13041further-amendment-to-executive-order-13010-as-amended.txt","train/democrat/William_J_Clinton/April 03, 1997__executive-order-13041further-amendment-to-executive-order-13010-as-amended.txt",967
train,democrat,William_J_Clinton,"February 01, 1993__executive-order-12836revocation-of-certain-executive-orders-concerning-federal-contracting.txt","William_J_Clinton/February 01, 1993__executive-order-12836revocation-of-certain-executive-orders-concerning-federal-contracting.txt","train/democrat/William_J_Clinton/February 01, 1993__executive-order-12836revocation-of-certain-executive-orders-concerning-federal-contracting.txt",531
train,democrat,William_J_Clinton,"June 21, 2000__executive-order-13159blocking-property-of-the-government-of-the-russian-federation-relating-to-the-disposition-of-highly-enriched-uranium-ex.txt","William_J_Clinton/June 21, 2000__executive-order-13159blocking-property-of-the-government-of-the-russian-federation-relating-to-the-disposition-of-highly-enriched-uranium-ex.txt","train/democrat/William_J_Clinton/June 21, 2000__executive-order-13159blocking-property-of-the-government-of-the-russian-federation-relating-to-the-disposition-of-highly-enriched-uranium-ex.txt",4659
train,democrat,William_J_Clinton,"June 10, 1997__executive-order-13048improving-administrative-management-in-the-executive-branch.txt","William_J_Clinton/June 10, 1997__executive-order-13048improving-administrative-management-in-the-executive-branch.txt","train/democrat/William_J_Clinton/June 10, 1997__executive-order-13048improving-administrative-management-in-the-executive-branch.txt",4198
train,democrat,William_J_Clinton,"September 29, 1997__executive-order-13062continuance-of-certain-federal-advisory-committees-and-amendments-to-executive-orders-13038-and-13054.txt","William_J_Clinton/September 29, 1997__executive-order-13062continuance-of-certain-federal-advisory-committees-and-amendments-to-executive-orders-13038-and-13054.txt","train/democrat/William_J_Clinton/September 29, 1997__executive-order-13062continuance-of-certain-federal-advisory-committees-and-amendments-to-executive-orders-13038-and-13054.txt",4202
train,democrat,Barack_Obama,"June 22, 2010__executive-order-13545presidents-council-on-fitness-sports-and-nutrition.txt","Barack_Obama/June 22, 2010__executive-order-13545presidents-council-on-fitness-sports-and-nutrition.txt","train/democrat/Barack_Obama/June 22, 2010__executive-order-13545presidents-council-on-fitness-sports-and-nutrition.txt",5591
train,democrat,William_J_Clinton,"June 30, 1993__executive-order-12853blocking-government-of-haiti-property-and-prohibiting-transactions-with-haiti.txt","William_J_Clinton/June 30, 1993__executive-order-12853blocking-government-of-haiti-property-and-prohibiting-transactions-with-haiti.txt","train/democrat/William_J_Clinton/June 30, 1993__executive-order-12853blocking-government-of-haiti-property-and-prohibiting-transactions-with-haiti.txt",5710
train,democrat,Barack_Obama,"September 25, 2012__executive-order-13627strengthening-protections-against-trafficking-in-persons-in-federal-contracts.txt","Barack_Obama/September 25, 2012__executive-order-13627strengthening-protections-against-trafficking-in-persons-in-federal-contracts.txt","train/democrat/Barack_Obama/September 25, 2012__executive-order-13627strengthening-protections-against-trafficking-in-persons-in-federal-contracts.txt",13629
train,democrat,William_J_Clinton,"July 04, 1999__executive-order-13129blocking-property-and-prohibiting-transactions-with-the-taliban.txt","William_J_Clinton/July 04, 1999__executive-order-13129blocking-property-and-prohibiting-transactions-with-the-taliban.txt","train/democrat/William_J_Clinton/July 04, 1999__executive-order-13129blocking-property-and-prohibiting-transactions-with-the-taliban.txt",5605
train,democrat,William_J_Clinton,"April 18, 1997__executive-order-13044amending-executive-order-12752-implementation-of-the-agricultural-trade-development-and-assistance-act-of-1954-as-amend.txt","William_J_Clinton/April 18, 1997__executive-order-13044amending-executive-order-12752-implementation-of-the-agricultural-trade-development-and-assistance-act-of-1954-as-amend.txt","train/democrat/William_J_Clinton/April 18, 1997__executive-order-13044amending-executive-order-12752-implementation-of-the-agricultural-trade-development-and-assistance-act-of-1954-as-amend.txt",360
train,democrat,William_J_Clinton,"June 14, 1999__executive-order-13127amendment-to-executive-order-13073-year-2000-conversion.txt","William_J_Clinton/June 14, 1999__executive-order-13127amendment-to-executive-order-13073-year-2000-conversion.txt","train/democrat/William_J_Clinton/June 14, 1999__executive-order-13127amendment-to-executive-order-13073-year-2000-conversion.txt",1595
train,democrat,William_J_Clinton,"November 06, 2000__executive-order-13175consultation-and-coordination-with-indian-tribal-governments.txt","William_J_Clinton/November 06, 2000__executive-order-13175consultation-and-coordination-with-indian-tribal-governments.txt","train/democrat/William_J_Clinton/November 06, 2000__executive-order-13175consultation-and-coordination-with-indian-tribal-governments.txt",10042
train,democrat,William_J_Clinton,"December 01, 1999__executive-order-13143amending-executive-order-10173-as-amended-prescribing-regulations-relating-to-the-safeguarding-of-vessels-harbors-ports.txt","William_J_Clinton/December 01, 1999__executive-order-13143amending-executive-order-10173-as-amended-prescribing-regulations-relating-to-the-safeguarding-of-vessels-harbors-ports.txt","train/democrat/William_J_Clinton/December 01, 1999__executive-order-13143amending-executive-order-10173-as-amended-prescribing-regulations-relating-to-the-safeguarding-of-vessels-harbors-ports.txt",440
train,democrat,Joseph_R_Biden_Jr,"December 06, 2023__executive-order-14112reforming-federal-funding-and-support-for-tribal-nations-to-better-embrace-our-trust-responsibilities-and-promote-the-n.txt","Joseph_R_Biden_Jr/December 06, 2023__executive-order-14112reforming-federal-funding-and-support-for-tribal-nations-to-better-embrace-our-trust-responsibilities-and-promote-the-n.txt","train/democrat/Joseph_R_Biden_Jr/December 06, 2023__executive-order-14112reforming-federal-funding-and-support-for-tribal-nations-to-better-embrace-our-trust-responsibilities-and-promote-the-n.txt",16907
train,democrat,Joseph_R_Biden_Jr,"May 09, 2023__executive-order-14099moving-beyond-covid-19-vaccination-requirements-for-federal-workers.txt","Joseph_R_Biden_Jr/May 09, 2023__executive-order-14099moving-beyond-covid-19-vaccination-requirements-for-federal-workers.txt","train/democrat/Joseph_R_Biden_Jr/May 09, 2023__executive-order-14099moving-beyond-covid-19-vaccination-requirements-for-federal-workers.txt",3929
train,democrat,Joseph_R_Biden_Jr,"December 20, 2024__executive-order-14131amendments-to-executive-orders-relating-to-certain-certificates-and-badges.txt","Joseph_R_Biden_Jr/December 20, 2024__executive-order-14131amendments-to-executive-orders-relating-to-certain-certificates-and-badges.txt","train/democrat/Joseph_R_Biden_Jr/December 20, 2024__executive-order-14131amendments-to-executive-orders-relating-to-certain-certificates-and-badges.txt",6120
train,democrat,Joseph_R_Biden_Jr,"December 01, 2021__executive-order-14056the-national-space-council.txt","Joseph_R_Biden_Jr/December 01, 2021__executive-order-14056the-national-space-council.txt","train/democrat/Joseph_R_Biden_Jr/December 01, 2021__executive-order-14056the-national-space-council.txt",7861
train,democrat,Barack_Obama,"April 22, 2012__executive-order-13606blocking-the-property-and-suspending-entry-into-the-united-states-of-certain-persons-with-respect-to-grave-human-rights.txt","Barack_Obama/April 22, 2012__executive-order-13606blocking-the-property-and-suspending-entry-into-the-united-states-of-certain-persons-with-respect-to-grave-human-rights.txt","train/democrat/Barack_Obama/April 22, 2012__executive-order-13606blocking-the-property-and-suspending-entry-into-the-united-states-of-certain-persons-with-respect-to-grave-human-rights.txt",7415
train,democrat,Barack_Obama,"December 23, 2009__executive-order-13525adjustments-of-certain-rates-of-pay.txt","Barack_Obama/December 23, 2009__executive-order-13525adjustments-of-certain-rates-of-pay.txt","train/democrat/Barack_Obama/December 23, 2009__executive-order-13525adjustments-of-certain-rates-of-pay.txt",2841
train,democrat,William_J_Clinton,"April 24, 1996__executive-order-13000order-of-succession-of-officers-to-act-as-secretary-of-defense.txt","William_J_Clinton/April 24, 1996__executive-order-13000order-of-succession-of-officers-to-act-as-secretary-of-defense.txt","train/democrat/William_J_Clinton/April 24, 1996__executive-order-13000order-of-succession-of-officers-to-act-as-secretary-of-defense.txt",3211
train,democrat,William_J_Clinton,"August 28, 1996__executive-order-13016amendment-to-executive-order-12580.txt","William_J_Clinton/August 28, 1996__executive-order-13016amendment-to-executive-order-12580.txt","train/democrat/William_J_Clinton/August 28, 1996__executive-order-13016amendment-to-executive-order-12580.txt",3136
train,democrat,Barack_Obama,"August 30, 2010__executive-order-13551blocking-property-of-certain-persons-with-respect-to-north-korea.txt","Barack_Obama/August 30, 2010__executive-order-13551blocking-property-of-certain-persons-with-respect-to-north-korea.txt","train/democrat/Barack_Obama/August 30, 2010__executive-order-13551blocking-property-of-certain-persons-with-respect-to-north-korea.txt",6700
train,democrat,William_J_Clinton,"May 27, 1998__executive-order-130861998-amendments-to-the-manual-for-courts-martial-united-states.txt","William_J_Clinton/May 27, 1998__executive-order-130861998-amendments-to-the-manual-for-courts-martial-united-states.txt","train/democrat/William_J_Clinton/May 27, 1998__executive-order-130861998-amendments-to-the-manual-for-courts-martial-united-states.txt",71535
train,democrat,William_J_Clinton,"March 21, 1996__executive-order-12994continuing-the-presidents-committee-on-mental-retardation-and-broadening-its-membership-and-responsibilities.txt","William_J_Clinton/March 21, 1996__executive-order-12994continuing-the-presidents-committee-on-mental-retardation-and-broadening-its-membership-and-responsibilities.txt","train/democrat/William_J_Clinton/March 21, 1996__executive-order-12994continuing-the-presidents-committee-on-mental-retardation-and-broadening-its-membership-and-responsibilities.txt",5120
train,democrat,William_J_Clinton,"April 07, 1998__executive-order-13079waiver-under-the-trade-act-of-1974-with-respect-to-vietnam.txt","William_J_Clinton/April 07, 1998__executive-order-13079waiver-under-the-trade-act-of-1974-with-respect-to-vietnam.txt","train/democrat/William_J_Clinton/April 07, 1998__executive-order-13079waiver-under-the-trade-act-of-1974-with-respect-to-vietnam.txt",592
train,democrat,William_J_Clinton,"November 17, 1995__executive-order-12980further-amendment-to-executive-order-12852-as-amended.txt","William_J_Clinton/November 17, 1995__executive-order-12980further-amendment-to-executive-order-12852-as-amended.txt","train/democrat/William_J_Clinton/November 17, 1995__executive-order-12980further-amendment-to-executive-order-12852-as-amended.txt",524
train,democrat,William_J_Clinton,"June 07, 1999__executive-order-13125increasing-participation-of-asian-americans-and-pacific-islanders-in-federal-programs.txt","William_J_Clinton/June 07, 1999__executive-order-13125increasing-participation-of-asian-americans-and-pacific-islanders-in-federal-programs.txt","train/democrat/William_J_Clinton/June 07, 1999__executive-order-13125increasing-participation-of-asian-americans-and-pacific-islanders-in-federal-programs.txt",6955
train,democrat,Barack_Obama,"February 26, 2016__executive-order-13720delegation-of-certain-authorities-and-assignment-of-certain-functions-under-the-trade-preferences-extension-act-of-2015.txt","Barack_Obama/February 26, 2016__executive-order-13720delegation-of-certain-authorities-and-assignment-of-certain-functions-under-the-trade-preferences-extension-act-of-2015.txt","train/democrat/Barack_Obama/February 26, 2016__executive-order-13720delegation-of-certain-authorities-and-assignment-of-certain-functions-under-the-trade-preferences-extension-act-of-2015.txt",2950
train,democrat,William_J_Clinton,"June 11, 1998__executive-order-13089coral-reef-protection.txt","William_J_Clinton/June 11, 1998__executive-order-13089coral-reef-protection.txt","train/democrat/William_J_Clinton/June 11, 1998__executive-order-13089coral-reef-protection.txt",8358
train,democrat,William_J_Clinton,"September 18, 1995__executive-order-12972amendment-to-executive-order-no-12958.txt","William_J_Clinton/September 18, 1995__executive-order-12972amendment-to-executive-order-no-12958.txt","train/democrat/William_J_Clinton/September 18, 1995__executive-order-12972amendment-to-executive-order-no-12958.txt",652
train,democrat,Barack_Obama,"June 09, 2011__executive-order-13575establishment-of-the-white-house-rural-council.txt","Barack_Obama/June 09, 2011__executive-order-13575establishment-of-the-white-house-rural-council.txt","train/democrat/Barack_Obama/June 09, 2011__executive-order-13575establishment-of-the-white-house-rural-council.txt",5469
train,democrat,William_J_Clinton,"April 14, 1994__executive-order-12907amending-executive-order-no-12882.txt","William_J_Clinton/April 14, 1994__executive-order-12907amending-executive-order-no-12882.txt","train/democrat/William_J_Clinton/April 14, 1994__executive-order-12907amending-executive-order-no-12882.txt",658
train,democrat,Barack_Obama,"March 01, 2010__executive-order-13533providing-an-order-of-succession-within-the-department-of-defense.txt","Barack_Obama/March 01, 2010__executive-order-13533providing-an-order-of-succession-within-the-department-of-defense.txt","train/democrat/Barack_Obama/March 01, 2010__executive-order-13533providing-an-order-of-succession-within-the-department-of-defense.txt",3429
train,democrat,William_J_Clinton,"February 25, 1999__executive-order-13114further-amendment-to-executive-order-12852-as-amended-extending-the-presidents-council-on-sustainable-development.txt","William_J_Clinton/February 25, 1999__executive-order-13114further-amendment-to-executive-order-12852-as-amended-extending-the-presidents-council-on-sustainable-development.txt","train/democrat/William_J_Clinton/February 25, 1999__executive-order-13114further-amendment-to-executive-order-12852-as-amended-extending-the-presidents-council-on-sustainable-development.txt",583
train,democrat,Barack_Obama,"August 12, 2016__executive-order-13737providing-an-order-of-succession-within-the-environmental-protection-agency.txt","Barack_Obama/August 12, 2016__executive-order-13737providing-an-order-of-succession-within-the-environmental-protection-agency.txt","train/democrat/Barack_Obama/August 12, 2016__executive-order-13737providing-an-order-of-succession-within-the-environmental-protection-agency.txt",2712
train,democrat,William_J_Clinton,"October 11, 1997__executive-order-13064further-amendment-to-executive-order-13010-as-amended-critical-infrastructure-protection.txt","William_J_Clinton/October 11, 1997__executive-order-13064further-amendment-to-executive-order-13010-as-amended-critical-infrastructure-protection.txt","train/democrat/William_J_Clinton/October 11, 1997__executive-order-13064further-amendment-to-executive-order-13010-as-amended-critical-infrastructure-protection.txt",2052
train,democrat,William_J_Clinton,"September 27, 1995__executive-order-12973amendment-to-executive-order-no-12901.txt","William_J_Clinton/September 27, 1995__executive-order-12973amendment-to-executive-order-no-12901.txt","train/democrat/William_J_Clinton/September 27, 1995__executive-order-12973amendment-to-executive-order-no-12901.txt",751
train,democrat,Joseph_R_Biden_Jr,"January 25, 2021__executive-order-14005ensuring-the-future-is-made-in-all-of-america-by-all-of-americas-workers.txt","Joseph_R_Biden_Jr/January 25, 2021__executive-order-14005ensuring-the-future-is-made-in-all-of-america-by-all-of-americas-workers.txt","train/democrat/Joseph_R_Biden_Jr/January 25, 2021__executive-order-14005ensuring-the-future-is-made-in-all-of-america-by-all-of-americas-workers.txt",14684
train,democrat,William_J_Clinton,"October 14, 1994__executive-order-12932termination-of-emergency-with-respect-to-haiti.txt","William_J_Clinton/October 14, 1994__executive-order-12932termination-of-emergency-with-respect-to-haiti.txt","train/democrat/William_J_Clinton/October 14, 1994__executive-order-12932termination-of-emergency-with-respect-to-haiti.txt",1525
train,democrat,Barack_Obama,"October 31, 2011__executive-order-13588reducing-prescription-drug-shortages.txt","Barack_Obama/October 31, 2011__executive-order-13588reducing-prescription-drug-shortages.txt","train/democrat/Barack_Obama/October 31, 2011__executive-order-13588reducing-prescription-drug-shortages.txt",5386
train,democrat,Barack_Obama,"January 13, 2017__executive-order-13763providing-an-order-of-succession-within-the-environmental-protection-agency.txt","Barack_Obama/January 13, 2017__executive-order-13763providing-an-order-of-succession-within-the-environmental-protection-agency.txt","train/democrat/Barack_Obama/January 13, 2017__executive-order-13763providing-an-order-of-succession-within-the-environmental-protection-agency.txt",2667
train,democrat,Barack_Obama,"September 18, 2014__executive-order-13676combating-antibiotic-resistant-bacteria.txt","Barack_Obama/September 18, 2014__executive-order-13676combating-antibiotic-resistant-bacteria.txt","train/democrat/Barack_Obama/September 18, 2014__executive-order-13676combating-antibiotic-resistant-bacteria.txt",16046
train,democrat,Barack_Obama,"August 06, 2013__executive-order-13651prohibiting-certain-imports-of-burmese-jadeite-and-rubies.txt","Barack_Obama/August 06, 2013__executive-order-13651prohibiting-certain-imports-of-burmese-jadeite-and-rubies.txt","train/democrat/Barack_Obama/August 06, 2013__executive-order-13651prohibiting-certain-imports-of-burmese-jadeite-and-rubies.txt",4334
train,democrat,Joseph_R_Biden_Jr,"June 08, 2021__executive-order-14033blocking-property-and-suspending-entry-into-the-united-states-of-certain-persons-contributing-to-the-destabilizing-situ.txt","Joseph_R_Biden_Jr/June 08, 2021__executive-order-14033blocking-property-and-suspending-entry-into-the-united-states-of-certain-persons-contributing-to-the-destabilizing-situ.txt","train/democrat/Joseph_R_Biden_Jr/June 08, 2021__executive-order-14033blocking-property-and-suspending-entry-into-the-united-states-of-certain-persons-contributing-to-the-destabilizing-situ.txt",8526
train,democrat,Barack_Obama,"April 19, 2010__executive-order-13538establishing-the-presidents-management-advisory-board.txt","Barack_Obama/April 19, 2010__executive-order-13538establishing-the-presidents-management-advisory-board.txt","train/democrat/Barack_Obama/April 19, 2010__executive-order-13538establishing-the-presidents-management-advisory-board.txt",3870
train,democrat,Barack_Obama,"December 22, 2010__executive-order-13561adjustments-of-certain-rates-of-pay.txt","Barack_Obama/December 22, 2010__executive-order-13561adjustments-of-certain-rates-of-pay.txt","train/democrat/Barack_Obama/December 22, 2010__executive-order-13561adjustments-of-certain-rates-of-pay.txt",2788
train,democrat,Barack_Obama,"December 19, 2014__executive-order-13685blocking-property-of-certain-persons-and-prohibiting-certain-transactions-with-respect-to-the-crimea-region-of-ukraine.txt","Barack_Obama/December 19, 2014__executive-order-13685blocking-property-of-certain-persons-and-prohibiting-certain-transactions-with-respect-to-the-crimea-region-of-ukraine.txt","train/democrat/Barack_Obama/December 19, 2014__executive-order-13685blocking-property-of-certain-persons-and-prohibiting-certain-transactions-with-respect-to-the-crimea-region-of-ukraine.txt",6864
train,democrat,Barack_Obama,"December 19, 2011__executive-order-13594adjustments-of-certain-rates-of-pay.txt","Barack_Obama/December 19, 2011__executive-order-13594adjustments-of-certain-rates-of-pay.txt","train/democrat/Barack_Obama/December 19, 2011__executive-order-13594adjustments-of-certain-rates-of-pay.txt",2810
train,democrat,Barack_Obama,"July 02, 2010__executive-order-13546optimizing-the-security-of-biological-select-agents-and-toxins-in-the-united-states.txt","Barack_Obama/July 02, 2010__executive-order-13546optimizing-the-security-of-biological-select-agents-and-toxins-in-the-united-states.txt","train/democrat/Barack_Obama/July 02, 2010__executive-order-13546optimizing-the-security-of-biological-select-agents-and-toxins-in-the-united-states.txt",10343
train,democrat,William_J_Clinton,"February 29, 2000__executive-order-13146presidents-council-on-the-future-of-princeville-north-carolina.txt","William_J_Clinton/February 29, 2000__executive-order-13146presidents-council-on-the-future-of-princeville-north-carolina.txt","train/democrat/William_J_Clinton/February 29, 2000__executive-order-13146presidents-council-on-the-future-of-princeville-north-carolina.txt",3205
train,democrat,Barack_Obama,"September 29, 2016__executive-order-13741amending-executive-order-13467-to-establish-the-roles-and-responsibilities-of-the-national-background-investigations-bu.txt","Barack_Obama/September 29, 2016__executive-order-13741amending-executive-order-13467-to-establish-the-roles-and-responsibilities-of-the-national-background-investigations-bu.txt","train/democrat/Barack_Obama/September 29, 2016__executive-order-13741amending-executive-order-13467-to-establish-the-roles-and-responsibilities-of-the-national-background-investigations-bu.txt",11080
train,democrat,Barack_Obama,"December 05, 2016__executive-order-13751safeguarding-the-nation-from-the-impacts-of-invasive-species.txt","Barack_Obama/December 05, 2016__executive-order-13751safeguarding-the-nation-from-the-impacts-of-invasive-species.txt","train/democrat/Barack_Obama/December 05, 2016__executive-order-13751safeguarding-the-nation-from-the-impacts-of-invasive-species.txt",18674
train,democrat,William_J_Clinton,"July 16, 1996__executive-order-13011federal-information-technology.txt","William_J_Clinton/July 16, 1996__executive-order-13011federal-information-technology.txt","train/democrat/William_J_Clinton/July 16, 1996__executive-order-13011federal-information-technology.txt",17847
train,democrat,Joseph_R_Biden_Jr,"December 24, 2024__executive-order-14129providing-for-the-closing-of-executive-departments-and-agencies-of-the-federal-government-on-december-24-2024.txt","Joseph_R_Biden_Jr/December 24, 2024__executive-order-14129providing-for-the-closing-of-executive-departments-and-agencies-of-the-federal-government-on-december-24-2024.txt","train/democrat/Joseph_R_Biden_Jr/December 24, 2024__executive-order-14129providing-for-the-closing-of-executive-departments-and-agencies-of-the-federal-government-on-december-24-2024.txt",1633
train,democrat,Barack_Obama,"May 15, 2013__executive-order-136432013-amendments-to-the-manual-for-courts-martial-united-states.txt","Barack_Obama/May 15, 2013__executive-order-136432013-amendments-to-the-manual-for-courts-martial-united-states.txt","train/democrat/Barack_Obama/May 15, 2013__executive-order-136432013-amendments-to-the-manual-for-courts-martial-united-states.txt",905
train,democrat,William_J_Clinton,"July 19, 1993__executive-order-12855amendment-to-executive-order-no-12852.txt","William_J_Clinton/July 19, 1993__executive-order-12855amendment-to-executive-order-no-12852.txt","train/democrat/William_J_Clinton/July 19, 1993__executive-order-12855amendment-to-executive-order-no-12852.txt",751
train,democrat,William_J_Clinton,"March 25, 1997__executive-order-13040amendment-to-executive-order-13017-advisory-commission-on-consumer-protection-and-quality-in-the-health-care-industry.txt","William_J_Clinton/March 25, 1997__executive-order-13040amendment-to-executive-order-13017-advisory-commission-on-consumer-protection-and-quality-in-the-health-care-industry.txt","train/democrat/William_J_Clinton/March 25, 1997__executive-order-13040amendment-to-executive-order-13017-advisory-commission-on-consumer-protection-and-quality-in-the-health-care-industry.txt",407
train,democrat,William_J_Clinton,"May 03, 2000__executive-order-13154establishing-the-kosovo-campaign-medal.txt","William_J_Clinton/May 03, 2000__executive-order-13154establishing-the-kosovo-campaign-medal.txt","train/democrat/William_J_Clinton/May 03, 2000__executive-order-13154establishing-the-kosovo-campaign-medal.txt",1698
train,democrat,Joseph_R_Biden_Jr,"March 08, 2021__executive-order-14021guaranteeing-an-educational-environment-free-from-discrimination-on-the-basis-of-sex-including-sexual-orientation-or-ge.txt","Joseph_R_Biden_Jr/March 08, 2021__executive-order-14021guaranteeing-an-educational-environment-free-from-discrimination-on-the-basis-of-sex-including-sexual-orientation-or-ge.txt","train/democrat/Joseph_R_Biden_Jr/March 08, 2021__executive-order-14021guaranteeing-an-educational-environment-free-from-discrimination-on-the-basis-of-sex-including-sexual-orientation-or-ge.txt",4189
train,democrat,William_J_Clinton,"September 12, 1994__executive-order-12926implementation-of-the-national-voter-registration-act-of-1993.txt","William_J_Clinton/September 12, 1994__executive-order-12926implementation-of-the-national-voter-registration-act-of-1993.txt","train/democrat/William_J_Clinton/September 12, 1994__executive-order-12926implementation-of-the-national-voter-registration-act-of-1993.txt",2023
train,democrat,Barack_Obama,"December 19, 2014__executive-order-13686adjustments-of-certain-rates-of-pay.txt","Barack_Obama/December 19, 2014__executive-order-13686adjustments-of-certain-rates-of-pay.txt","train/democrat/Barack_Obama/December 19, 2014__executive-order-13686adjustments-of-certain-rates-of-pay.txt",2676
train,democrat,Joseph_R_Biden_Jr,"November 21, 2024__executive-order-14128establishing-a-second-emergency-board-to-investigate-a-dispute-between-new-jersey-transit-rail-operations-and-its-locom.txt","Joseph_R_Biden_Jr/November 21, 2024__executive-order-14128establishing-a-second-emergency-board-to-investigate-a-dispute-between-new-jersey-transit-rail-operations-and-its-locom.txt","train/democrat/Joseph_R_Biden_Jr/November 21, 2024__executive-order-14128establishing-a-second-emergency-board-to-investigate-a-dispute-between-new-jersey-transit-rail-operations-and-its-locom.txt",1637
train,democrat,Barack_Obama,"July 06, 2012__executive-order-13618assignment-of-national-security-and-emergency-preparedness-communications-functions.txt","Barack_Obama/July 06, 2012__executive-order-13618assignment-of-national-security-and-emergency-preparedness-communications-functions.txt","train/democrat/Barack_Obama/July 06, 2012__executive-order-13618assignment-of-national-security-and-emergency-preparedness-communications-functions.txt",16069
train,democrat,Joseph_R_Biden_Jr,"January 20, 2021__executive-order-13990protecting-public-health-and-the-environment-and-restoring-science-to-tackle-the-climate-crisis.txt","Joseph_R_Biden_Jr/January 20, 2021__executive-order-13990protecting-public-health-and-the-environment-and-restoring-science-to-tackle-the-climate-crisis.txt","train/democrat/Joseph_R_Biden_Jr/January 20, 2021__executive-order-13990protecting-public-health-and-the-environment-and-restoring-science-to-tackle-the-climate-crisis.txt",22290
train,democrat,William_J_Clinton,"July 28, 1998__executive-order-13094proliferation-of-weapons-of-mass-destruction.txt","William_J_Clinton/July 28, 1998__executive-order-13094proliferation-of-weapons-of-mass-destruction.txt","train/democrat/William_J_Clinton/July 28, 1998__executive-order-13094proliferation-of-weapons-of-mass-destruction.txt",4393
train,democrat,William_J_Clinton,"January 10, 2001__executive-order-13186responsibilities-of-federal-agencies-to-protect-migratory-birds.txt","William_J_Clinton/January 10, 2001__executive-order-13186responsibilities-of-federal-agencies-to-protect-migratory-birds.txt","train/democrat/William_J_Clinton/January 10, 2001__executive-order-13186responsibilities-of-federal-agencies-to-protect-migratory-birds.txt",11812
train,democrat,Barack_Obama,"November 29, 2016__executive-order-13750providing-for-the-appointment-of-alumni-of-the-fulbright-us-student-program-the-benjamin-a-gilman-international-scholar.txt","Barack_Obama/November 29, 2016__executive-order-13750providing-for-the-appointment-of-alumni-of-the-fulbright-us-student-program-the-benjamin-a-gilman-international-scholar.txt","train/democrat/Barack_Obama/November 29, 2016__executive-order-13750providing-for-the-appointment-of-alumni-of-the-fulbright-us-student-program-the-benjamin-a-gilman-international-scholar.txt",3085
